country,population,page,rev_id,prediction
Czech Republic,0,Bedřich Reicin,749945936.0,Start
Czech Republic,0,Milan Štěch,728506208.0,Stub
Czech Republic,0,Emanuel Moravec,705080136.0,Start
Czech Republic,0,Ivan Dejmal,715467197.0,Start
Czech Republic,0,Ondřej Liška,802013967.0,Stub
Czech Republic,0,Božena Viková-Kunětická,757336278.0,Stub
Czech Republic,0,Jaromír Nečas,744448745.0,Stub
Czech Republic,0,Alois Rašín,749575931.0,Start
Czech Republic,0,Marcel Chládek,802054500.0,Stub
Czech Republic,0,Bohuslav Kokotek,777876483.0,Stub
Czech Republic,0,Vlasta Parkanová,804871394.0,Stub
Czech Republic,0,Pavel Rychetský,792417439.0,Start
Czech Republic,0,Artur London,721736524.0,Start
Czech Republic,0,Ondřej Přikryl,805352758.0,Start
Czech Republic,0,Josef Frank (politician),786399604.0,Stub
Czech Republic,0,Jan Veleba (politician),806672899.0,Stub
Czech Republic,0,Anna Šabatová,802875800.0,Stub
Czech Republic,0,Richard Sacher,755428089.0,Stub
Czech Republic,0,Luca Rovinalti,726666131.0,Stub
Czech Republic,0,František Ringo Čech,806673245.0,Stub
Czech Republic,0,Václav Vacek,724691268.0,Stub
Czech Republic,0,Milada Horáková,805439919.0,C
Czech Republic,0,Bernd Richter,751718674.0,Stub
Czech Republic,0,Petr Mach,797842545.0,Start
Czech Republic,0,Karel Havlíček Borovský,785407597.0,C
Czech Republic,0,Petr Cibulka,802834939.0,Start
Czech Republic,0,Milan Chovanec,802060218.0,Stub
Czech Republic,0,Josef Václav Frič,796403608.0,Start
Czech Republic,0,Karl Kautsky,795807571.0,C
Czech Republic,0,Jan Kubice,723151837.0,Stub
Czech Republic,0,Moses Porges von Portheim,776487173.0,Start
Czech Republic,0,Marian Jurečka,806049453.0,Stub
Czech Republic,0,Jan Koukal,794146543.0,Stub
Czech Republic,0,Rudolf Beran,780921783.0,Start
Czech Republic,0,Martin Jahn,791374581.0,Start
Czech Republic,0,Tomáš Chalupa,779839245.0,Stub
Czech Republic,0,Alena Hanáková,778095433.0,Stub
Czech Republic,0,Ludwig Czech,780887131.0,Stub
Czech Republic,0,Karel Urbánek,716711851.0,Stub
Czech Republic,0,Otakar Motejl,780868492.0,Start
Czech Republic,0,Miroslav Lidinský,802531379.0,C
Czech Republic,0,Luboš Dobrovský,787952395.0,Stub
Czech Republic,0,Martin Mejstřík,783737915.0,Stub
Czech Republic,0,Bedřich Moldan,787952868.0,Stub
Czech Republic,0,Daniela Filipiová,776338195.0,Start
Czech Republic,0,Irena Kočí,779417455.0,Stub
Czech Republic,0,Libuše Benešová,776338134.0,Stub
Czech Republic,0,Pavel Bělobrádek,806085100.0,Stub
Czech Republic,0,Jan Jesenius,799301686.0,Start
Czech Republic,0,Robert Mayr-Harting,785085345.0,Stub
Czech Republic,0,Jan Krejčí,798796793.0,B
Czech Republic,0,Jaromír Drábek,806669709.0,Stub
Czech Republic,0,Daniel Herman,807334657.0,Start
Czech Republic,0,Siegfried Taub,744612257.0,Start
Czech Republic,0,Milena Vicenová,779847883.0,Stub
Czech Republic,0,Václav Jehlička,802365998.0,Stub
Czech Republic,0,Alois Jirásek,800925518.0,C
Czech Republic,0,Petr Mlsna,765838180.0,Stub
Czech Republic,0,František Ladislav Rieger,797539957.0,B
Czech Republic,0,Dana Kuchtová,796752629.0,Stub
Czech Republic,0,Martin Kuba,807394304.0,Stub
Czech Republic,0,Ladislav Miko,779849694.0,Stub
Czech Republic,0,Eduard Zeman,788178766.0,Stub
Czech Republic,0,Victor Adler,782058966.0,Start
Czech Republic,0,Džamila Stehlíková,779849767.0,Stub
Czech Republic,0,Karl von Czyhlarz,795809115.0,Stub
Czech Republic,0,Vladimír Franz,774595725.0,C
Czech Republic,0,František Palacký,803658529.0,C
Czech Republic,0,Richard Bienert,788410657.0,Start
Czech Republic,0,František Udržal,804093764.0,Stub
Czech Republic,0,Václav Klaus,807382193.0,C
Czech Republic,0,Lubomír Zaorálek,805037426.0,Start
Czech Republic,0,Kamil Kalina,753045804.0,Stub
Czech Republic,0,Michal Horáček,807358143.0,Start
Czech Republic,0,Viliam Široký,802416926.0,Stub
Czech Republic,0,Daniela Kovářová,779847531.0,Stub
Czech Republic,0,Rostislav Vondruška,779847687.0,Stub
Czech Republic,0,Hermann Zwierzina,788121309.0,Stub
Czech Republic,0,Martin Holcát,805824502.0,Stub
Czech Republic,0,Philip Kinsky of Wchinitz and Tettau,786612217.0,Start
Czech Republic,0,Jozef Moravčík,780051829.0,Stub
Czech Republic,0,Pavel Blažek,779839319.0,Stub
Czech Republic,0,Alexandr Vondra,806537585.0,C
Czech Republic,0,Radola Gajda,805084705.0,C
Czech Republic,0,Jaroslav Bašta,779848743.0,Stub
Czech Republic,0,Vávra Suk,798648973.0,Stub
Czech Republic,0,Adolph Aloys von Braun,803332354.0,C
Czech Republic,0,Vladimír Tošovský,807415625.0,Stub
Czech Republic,0,Lucie Talmanová,783711789.0,Start
Czech Republic,0,Gustáv Slamečka,792476721.0,Start
Czech Republic,0,Zuzana Brzobohatá,790608148.0,Stub
Czech Republic,0,Karel Domin,735174171.0,Start
Czech Republic,0,Dominik Feri,807058182.0,Start
Czech Republic,0,Petr Šimerka,806669645.0,Stub
Czech Republic,0,Petr Ježek,803983301.0,Start
Czech Republic,0,Josef Pfitzner,773853256.0,Start
Czech Republic,0,Matěj Stropnický,806650264.0,Stub
Czech Republic,0,Bohuslav Svoboda,806850638.0,Stub
Czech Republic,0,Jaroslava Moserová,798490261.0,Start
Czech Republic,0,Karla Šlechtová,806708532.0,Stub
Czech Republic,0,Jan Masaryk,793642926.0,C
Czech Republic,0,Zbyněk Stanjura,806900987.0,Stub
Czech Republic,0,Stanislav Gross,806720477.0,C
Czech Republic,0,Alois Anderka,714174726.0,Stub
Czech Republic,0,Martin Bursík,804879673.0,Start
Czech Republic,0,Jan Černý,786162238.0,Stub
Czech Republic,0,Martin Stropnický,806729653.0,Stub
Czech Republic,0,František Bublan,802060471.0,Stub
Czech Republic,0,Vít Bárta,795377941.0,Stub
Czech Republic,0,Martin Pecina,804869147.0,Stub
Czech Republic,0,Jiří Lobkowicz,776751749.0,Stub
Czech Republic,0,Emil Beier,782384016.0,Stub
Czech Republic,0,Lubomír Štrougal,798705619.0,Start
Czech Republic,0,Václav Klaus Jr.,806991412.0,C
Czech Republic,0,Záviš Kalandra,746707985.0,Stub
Czech Republic,0,Mikuláš of Hus,758942647.0,Stub
Czech Republic,0,Helena Třeštíková,779847837.0,Stub
Czech Republic,0,Pavla Topolánková,709676840.0,Start
Czech Republic,0,Jaroslav Šedivý,806538241.0,Stub
Czech Republic,0,Josef Lux,779849059.0,Stub
Czech Republic,0,Vojtěch Mynář,673008587.0,Stub
Czech Republic,0,Jan Kohout,806539480.0,Stub
Czech Republic,0,Cyril Svoboda,806538320.0,C
Czech Republic,0,Kateřina Valachová,807399097.0,Stub
Czech Republic,0,Petr Bendl,784826685.0,Start
Czech Republic,0,Ivan Pilný,807333095.0,Stub
Czech Republic,0,František Pitra,780534080.0,Stub
Czech Republic,0,Franz Anton von Kolowrat-Liebsteinsky,800883412.0,Start
Czech Republic,0,Eva Tylová,804591494.0,Stub
Czech Republic,0,Martin Palouš,788015952.0,Start
Czech Republic,0,Milan Horálek,789546147.0,Stub
Czech Republic,0,Antonín Prachař,789546102.0,Stub
Czech Republic,0,Martin Říman,807394725.0,Stub
Czech Republic,0,Egon Lánský,789546079.0,Start
Czech Republic,0,Miroslav Grebeníček,789546047.0,Stub
Czech Republic,0,Kateřina Jacques,779581127.0,C
Czech Republic,0,Vladimír Hučín,707597623.0,Start
Czech Republic,0,David Rath,779418369.0,Start
Czech Republic,0,Martin Netolický,779417738.0,Stub
Czech Republic,0,Josef Ježek,800555146.0,Start
Czech Republic,0,Antonín Cyril Stojan,768047769.0,C
Czech Republic,0,Aleš Řebíček,779839400.0,Stub
Czech Republic,0,František Kubka,768676716.0,Stub
Czech Republic,0,Ivan Langer,779839455.0,Start
Czech Republic,0,Jan Kasl,776508129.0,Start
Czech Republic,0,Rudolf Margolius,796825099.0,C
Czech Republic,0,Jiří Dienstbier,806490518.0,Stub
Czech Republic,0,Vlasta Štěpová,789546066.0,Stub
Czech Republic,0,Petr Gandalovič,784826720.0,Start
Czech Republic,0,Miroslav Macek,779849258.0,Stub
Czech Republic,0,Juraj Chmiel,779847492.0,Stub
Czech Republic,0,Miroslav Poche,672862914.0,Stub
Czech Republic,0,Čestmír Císař,725362978.0,C
Czech Republic,0,Václav Fresl,796253432.0,Stub
Czech Republic,0,Tomáš Eduard Šilinger,741588720.0,Stub
Czech Republic,0,Václav Hampl,789102318.0,Start
Czech Republic,0,Gertruda Sekaninová-Čakrtová,759446334.0,GA
Czech Republic,0,"List of MPs elected in the Czech legislative election, 2013",795098385.0,C
Czech Republic,0,"List of MPs elected in the Czech legislative election, 2017",790838510.0,Stub
Czech Republic,0,Dana Bérová,803438779.0,Stub
Czech Republic,0,Vlasta Svobodová,805179298.0,Stub
Czech Republic,0,Hana Orgoníková,776513802.0,Stub
Czech Republic,0,Martin Štěpánek (actor),779847799.0,Stub
Czech Republic,0,Andrea Češková,796751775.0,Stub
Czech Republic,0,Petr Janyška,741798984.0,Stub
Czech Republic,0,Pavel Dostál,776514175.0,Start
Czech Republic,0,Alexandra Udženija,807102237.0,Stub
Czech Republic,0,Karolína Peake,803794383.0,Start
Czech Republic,0,Marie Benešová,779847262.0,Stub
Czech Republic,0,Rudolf Slánský,806504904.0,C
Czech Republic,0,Tomáš Zdechovský,796749458.0,C
Czech Republic,0,Martin Barták,803793256.0,Stub
Czech Republic,0,Bedřich Geminder,730146355.0,Stub
Czech Republic,0,Jan Chvojka,779842639.0,Stub
Czech Republic,0,Alena Dernerová,805946007.0,Stub
Czech Republic,0,Jan Hamáček,807353609.0,Stub
Czech Republic,0,Pavel Svoboda,807416099.0,Start
Czech Republic,0,Václav Havel,804569724.0,C
Czech Republic,0,Karel Schwarzenberg,805176779.0,C
Czechia,10.6,0,0.0,0
Dagestani,0,Sagid Murtazaliev,796896055.0,Start
Dagestani,0,Magomedsalam Magomedov,792949749.0,Start
Dagestani,0,Mukhu Aliyev,785532389.0,Start
Dagestani,0,Karim Mammadbeyov,723563977.0,Start
Dagestani,0,Magomedali Magomedov,789329935.0,Start
Dagestani,0,Aziz Aliyev,785202362.0,C
Dagestani,0,Head of the Republic of Dagestan,803611453.0,Start
East Timorese,0,Francisco Xavier do Amaral,803969836.0,C
East Timorese,0,José Luís Guterres,798334210.0,Start
East Timorese,0,Estanislau da Silva,802072802.0,Start
East Timorese,0,Adalgisa Ximenes,779579546.0,Stub
East Timorese,0,Francisco Guterres,806140876.0,Start
East Timorese,0,Milena Pires,788017619.0,Start
East Timorese,0,Alfredo Pires,788450147.0,Stub
East Timorese,0,Adalgisa Magno Guterres,755908563.0,Stub
East Timorese,0,Emília Pires,797438594.0,C
East Timorese,0,Manuel Tilman,797040695.0,Stub
East Timorese,0,Nino Konis Santana,799059687.0,Stub
East Timorese,0,Roque Rodrigues,796722416.0,Stub
East Timorese,0,"List of members of the parliament of East Timor, 2001–07",638566016.0,Start
East Timorese,0,Xanana Gusmão,798242613.0,C
East Timorese,0,María do Céu,755908564.0,Start
East Timorese,0,Taur Matan Ruak,803615826.0,C
East Timorese,0,Rui Maria de Araújo,805183458.0,Start
East Timorese,0,João Viegas Carrascalão,737687072.0,Start
East Timorese,0,Arsénio Bano,798969127.0,Stub
East Timorese,0,Fernanda Borges,765600414.0,Stub
East Timorese,0,Manuel Carrascalão,753061850.0,Stub
East Timorese,0,Rogerio Lobato,712249441.0,Start
East Timorese,0,José Abílio Osório Soares,793454583.0,Start
East Timorese,0,Mário Viegas Carrascalão,793270640.0,B
East Timorese,0,Fernando de Araújo (East Timorese politician),803043434.0,Start
East Timorese,0,Avelino Coelho da Silva,796886084.0,Stub
East Timorese,0,Manuel Magalhaes de Oliveira,720011934.0,Stub
East Timorese,0,Vicente Guterres,804966906.0,Start
East Timorese,0,Nicolau dos Reis Lobato,772890380.0,Stub
East Timorese,0,Isabel da Costa Ferreira,797279277.0,B
East Timorese,0,President of East Timor,799570306.0,Start
East Timorese,0,Lúcia Lobato,803664269.0,Start
East Timorese,0,José Ramos-Horta,802765398.0,C
East Timorese,0,José Abel,699698855.0,Stub
East Timorese,0,Ana Pessoa Pinto,757539934.0,Stub
East Timorese,0,Rosa Bonaparte,760534473.0,Stub
El Salvador,6.5,0,0.0,0
Faroese,0,"List of members of the Løgting, 2002–04",754952690.0,Start
Faroese,0,Elsebeth Mercedis Gunnleygsdóttur,804422035.0,Stub
Faroese,0,Brandur Sandoy,750167873.0,Start
Faroese,0,Heðin Mortensen,789307569.0,Start
Faroese,0,Rikard Long,722336332.0,Start
Faroese,0,Andrias Christian Evensen,714088539.0,Start
Faroese,0,Aksel V. Johannesen,803145744.0,Start
Faroese,0,Erlendur Patursson,784440060.0,Start
Faroese,0,Niels Winther Poulsen,789029085.0,Stub
Faroese,0,Jóannes Eidesgaard,765947137.0,Start
Faroese,0,Marita Petersen,793394960.0,Start
Faroese,0,Jógvan á Lakjuni,765947416.0,Start
Faroese,0,Annika Olsen,792595685.0,Start
Faroese,0,"List of members of the Løgting, 2004–08",754952620.0,Start
Faroese,0,Tórbjørn Poulsen,700400143.0,Stub
Faroese,0,Rasmus Effersøe,789307632.0,Start
Faroese,0,Kristin Michelsen,729422866.0,Start
Faroese,0,"List of members of the Løgting, 2008–11",754952557.0,Start
Faroese,0,Hákun Djurhuus,715330944.0,Stub
Faroese,0,Edmund Joensen,756654638.0,Stub
Faroese,0,Trygvi Samuelsen,789308387.0,Start
Faroese,0,Kári P. Højgaard,725288194.0,Start
Faroese,0,Sigurð Joensen,722336979.0,Start
Faroese,0,Bjørt Samuelsen,789306157.0,Start
Faroese,0,Jørgen Niclasen,756654880.0,Stub
Faroese,0,Anfinn Kallsberg,773895078.0,Start
Faroese,0,Finnbogi Ísakson,748477895.0,Start
Faroese,0,Eyðgunn Samuelsen,802515495.0,Stub
Faroese,0,Símun av Skarði,735578210.0,Stub
Faroese,0,Djóni í Geil,803656387.0,Start
Faroese,0,Atli Dam,793277402.0,Start
Faroese,0,Peter Mohr Dam,797450160.0,Stub
Faroese,0,Álvur Kirke,721938213.0,Stub
Faroese,0,"List of members of the Løgting, 2015–19",754952121.0,Start
Faroese,0,Páll á Reynatúgvu,793276089.0,Start
Faroese,0,Pauli Ellefsen,796170338.0,Start
Faroese,0,Jenis av Rana,789307497.0,Start
Faroese,0,Sirið Stenberg,802476681.0,Start
Faroese,0,"List of members of the Løgting, 1990–94",643932239.0,Start
Faroese,0,Jógvan Poulsen (1854–1941),722590461.0,Start
Faroese,0,"List of members of the Løgting, 1984–88",643932226.0,Start
Faroese,0,Edva Jacobsen,802925425.0,Stub
Faroese,0,Annita á Fríðriksmørk,806011231.0,Stub
Faroese,0,"List of members of the Løgting, 1980–84",643932225.0,Start
Faroese,0,"List of members of the Løgting, 1978–80",643932220.0,Start
Faroese,0,Andrass Samuelsen,716137698.0,Stub
Faroese,0,Rasmus Rasmussen (writer),796170437.0,C
Faroese,0,"List of members of the Løgting, 1974–78",643932216.0,Start
Faroese,0,Jacob Vestergaard,724674137.0,Start
Faroese,0,Sjúrður Skaale,797493405.0,C
Faroese,0,Knút Wang,797493287.0,Start
Faroese,0,Henrik Old,793353435.0,Stub
Faroese,0,Johan Simonsen,725030656.0,Stub
Faroese,0,Bárður á Steig Nielsen,756602743.0,Start
Faroese,0,Høgni Hoydal,800723683.0,Start
Faroese,0,H. C .W. Tórgarð,807297374.0,Start
Faroese,0,"List of members of the Løgting, 1994–98",643932242.0,Start
Faroese,0,Demmus Hentze,701771698.0,Start
Faroese,0,Louis Zachariasen,789708924.0,Start
Faroese,0,Eilif Samuelsen,789308554.0,Stub
Faroese,0,Jógvan Justinusson,715490721.0,Stub
Faroese,0,Jógvan Skorheim,789310556.0,Start
Faroese,0,"List of members of the Løgting, 1998–2002",698865505.0,Start
Faroese,0,"List of members of the Løgting, 2011–15",754952298.0,Start
Faroese,0,Karin Kjølbro,780543692.0,Start
Faroese,0,Kristina Háfoss,801638146.0,Start
Faroese,0,Lisbeth L. Petersen,734668075.0,C
Faroese,0,Kaj Leo Johannesen,780361487.0,Start
Faroese,0,Katrin Kallsberg,806909915.0,Start
Faroese,0,Rigmor Dam,780543271.0,Start
Faroese,0,Hanna Jensen,780543417.0,Start
Faroese,0,Sonja Jógvansdóttir,780543635.0,Start
Faroese,0,"List of members of the Løgting, 1988–90",750074079.0,Start
Faroese,0,Jóannes Patursson,781915668.0,Start
French Guiana,0,Georges Patient,791685933.0,Stub
French Guiana,0,Léon Bertrand,788837401.0,Start
French Guiana,0,Thierry Robert,788799439.0,Stub
French Guiana,0,Juliana Rimane,788807577.0,Stub
French Guiana,0,Rodolphe Alexandre,789939904.0,Stub
French Guiana,0,Antoine Karam,791685731.0,Stub
French Guiana,0,Élie Castor,793002652.0,Stub
French Guiana,0,Léon Damas,794908987.0,Start
French Guiana,0,Félix Éboué,804473743.0,C
French Guiana,0,Jean-Étienne Antoinette,737536891.0,Stub
French Guiana,0,Presidents of the General Council of French Guiana,546364151.0,Stub
French Guiana,0,Paulin Brune,786385007.0,Stub
French Guiana,0,Georges Othily,789940008.0,Stub
French Guiana,0,Justin Catayée,789009266.0,Stub
French Guiana,0,Chantal Berthelot,793613477.0,Stub
French Guiana,0,Gabriel Serville,789340739.0,Stub
French Guiana,0,Édouard Gaumont,720040911.0,Stub
French Guiana,0,Presidents of the Regional Council of French Guiana,732283076.0,Stub
French Guiana,0,Christiane Taubira,788828802.0,C
French Guiana,0,Raymond Tarcy,720461524.0,Stub
French Guiana,0,Léopold Héder,788830652.0,Stub
French Guiana,0,Gaston Monnerville,788828507.0,Start
French Guiana,0,Alain Tien-Liong,721865198.0,Stub
French Guiana,0,René Jadfard,749748234.0,Start
French Guiana,0,Georges Guéril,720040781.0,Stub
French Guiana,0,Eugénie Éboué-Tell,788828649.0,Stub
French Guiana,0,Jules Patient,788827828.0,Stub
French Polynesia,0.3,0,0.0,0
Georgia,3.9,0,0.0,0
Greenlandic,0,Katrine Larsen Lenner,778461046.0,Stub
Greenlandic,0,Mimi Karlsen,806560929.0,Stub
Greenlandic,0,Aleqa Hammond,770757601.0,Start
Greenlandic,0,Sara Olsvig,756830216.0,Stub
Greenlandic,0,List of Danish High Commissioners in Greenland,728026000.0,Stub
Greenlandic,0,Augusta Salling,757103267.0,Stub
Greenlandic,0,Gunnar Martens,742150479.0,Stub
Greenlandic,0,Ane Hansen (politician),757539958.0,Stub
Greenlandic,0,Maliina Abelsen,780537008.0,Start
Greenlandic,0,Agathe Fontain,757539811.0,Stub
Greenlandic,0,Kathrine Chemnitz,757102071.0,Start
Greenlandic,0,Agnethe Davidsen,787423025.0,Stub
Greenlandic,0,Asii Chemnitz Narup,763742018.0,Stub
Guadeloupe,0,Marcel Esdras,720117155.0,Stub
Guadeloupe,0,Albertine Baclet,790100830.0,Stub
Guadeloupe,0,Daniel Marsin,788815849.0,Stub
Guadeloupe,0,Furcie Tirolien,720040455.0,Stub
Guadeloupe,0,Jules Ninine,720032116.0,Stub
Guadeloupe,0,Clovis Renaison,788828762.0,Stub
Guadeloupe,0,Dominique Larifla,720040679.0,Stub
Guadeloupe,0,Paul Valentino,720117073.0,Stub
Guadeloupe,0,Georges Dagonia,720040713.0,Stub
Guadeloupe,0,Ernest Moutoussamy,787332894.0,Start
Guadeloupe,0,Hélène Vainqueur-Christophe,788810121.0,Stub
Guadeloupe,0,Amédée Fengarol,721660701.0,Stub
Guadeloupe,0,Sainte Suzanne Melvil-Bloncourt,762128875.0,Stub
Guadeloupe,0,Henri Beaujean,713324685.0,Stub
Guadeloupe,0,Achille René-Boisneuf,767102866.0,Start
Guadeloupe,0,Pierre Monnerville,788826068.0,Stub
Guadeloupe,0,Louisy Mathieu,748274939.0,Stub
Guadeloupe,0,Mariani Maximin,720117294.0,Stub
Guadeloupe,0,Maurice Satineau,793353218.0,Stub
Guadeloupe,0,Hégésippe Légitimus,748274502.0,C
Guadeloupe,0,Henri Bangou,720040633.0,Stub
Guadeloupe,0,List of colonial and departmental heads of Guadeloupe,764397748.0,Start
Guadeloupe,0,Gratien Candace,806546383.0,Start
Guadeloupe,0,Léopold Hélène,720055613.0,Stub
Guadeloupe,0,Jacques Gillot,791685684.0,Stub
Guadeloupe,0,René Toribio,725882471.0,Start
Guadeloupe,0,Thomas Dundas (British Army officer),793286976.0,Start
Guadeloupe,0,Joël Beaugendre,788807612.0,Stub
Guadeloupe,0,Jacques Cornano,791685556.0,Start
Guadeloupe,0,Lucien Bernier,788827724.0,Stub
Guadeloupe,0,François Louisy,720040739.0,Stub
Guadeloupe,0,Gabrielle Louis-Carabin,788814960.0,Stub
Guadeloupe,0,Lucius-Duquesnes Gustave,788827709.0,Stub
Guadeloupe,0,Médard Albrand,788239179.0,Stub
Guadeloupe,0,Jean Julien Angot des Rotours,718041739.0,Start
Guadeloupe,0,Gerty Archimede,787680195.0,Stub
Guadeloupe,0,Leo Andy,720055699.0,Stub
Guadeloupe,0,Jacques Bangou,755313899.0,Stub
Guadeloupe,0,Frédéric Jalton,720055814.0,Stub
Guadeloupe,0,Édouard Chammougon,720047704.0,Stub
Guadeloupe,0,Patrice Tirolien,729810276.0,Stub
Guadeloupe,0,José Moustache,720055763.0,Stub
Guadeloupe,0,Paul Adolphe Marie Prosper Granier de Cassagnac,767288808.0,Start
Guadeloupe,0,Rosan Girard,720055877.0,Stub
Guadeloupe,0,Gaston Gerville-Réache,757050656.0,Stub
Guadeloupe,0,Armand Jean-François,720055937.0,Stub
Guadeloupe,0,Paul Niger,765272796.0,Stub
Guadeloupe,0,Marcel Gargar,783350704.0,Stub
Guadeloupe,0,Raymond Guilliod,794067588.0,Stub
Guam,0.2,0,0.0,0
Guernsey,0,List of Bailiffs of Guernsey,784770354.0,Start
Guernsey,0,De Vic Carey,748457839.0,Start
Guernsey,0,Ambrose Sherwill,768625520.0,C
Guernsey,0,Geoffrey Rowland,784691815.0,Start
Guernsey,0,Francis Weston,791169532.0,C
Guernsey,0,Peter de Havilland,788446515.0,C
Guernsey,0,Bailiff of Guernsey,762910285.0,GA
Guernsey,0,Victor Carey,793355768.0,C
Guernsey,0,Mike Torode,710546915.0,Stub
Guernsey,0,Daniel de Lisle Brock,798315235.0,C
Guernsey,0,Peter Harwood,722295712.0,Stub
Guernsey,0,David Jones (Guernsey politician),729428763.0,Stub
Guernsey,0,Lyndon Trott,742737553.0,Stub
Guernsey,0,Graham Dorey,742872751.0,Stub
Guernsey,0,Gavin St Pier,789938377.0,Stub
Guernsey,0,Laurie Morgan,719122168.0,Stub
Guernsey,0,Diane Lewis (Guernsey legislator),787954113.0,Stub
Guernsey,0,Martin Storey (politician),722806951.0,Stub
Guernsey,0,Richard Weston (treasurer),802409654.0,C
Guernsey,0,Wendy Morgan (politician),787954138.0,Stub
Guernsey,0,William Carey (Bailiff of Guernsey),725970969.0,Stub
Guernsey,0,Edmund Andros,805755298.0,B
Guernsey,0,Havilland de Sausmarez,804532628.0,Start
Guernsey,0,Jonathan Le Tocq,742872067.0,Start
Guernsey,0,Richard Collas,792424069.0,Start
Hondura,0,Marlon Tábora Muñoz,802009929.0,C
Hondura,0,María Teresa Chávez,789599463.0,Stub
Hondura,0,Claudio Roberto Perdomo,789599568.0,Stub
Hondura,0,Mauricio Oliva,723304712.0,Stub
Hondura,0,Eliseo Noel Mejía,789599561.0,Stub
Hondura,0,Eleazar Alexander Juárez,789599323.0,Stub
Hondura,0,Gabo Alfredo Jalil,789599319.0,Stub
Hondura,0,Miguel Edgardo Martínez,789599547.0,Stub
Hondura,0,Martha Concepción Figueroa,789599488.0,Stub
Hondura,0,Alberto Chedrani,789599476.0,Stub
Hondura,0,Romualdo Bueso Melghem,789599300.0,Stub
Hondura,0,Juan Ángel Arias Boquín,807445333.0,Start
Hondura,0,Julio César Gámez Interiano,789599506.0,Stub
Hondura,0,Patricia Rodas,796709335.0,Start
Hondura,0,Yadira Bendaña,789599288.0,Stub
Hondura,0,Celín Discua,789599485.0,Stub
Hondura,0,Fredy Renán Nájera,789599348.0,Stub
Hondura,0,Mario Alonso Pérez López,789599570.0,Stub
Hondura,0,José Azcona Bocock,789599272.0,Stub
Hondura,0,Rodolfo Irias Navas,789599528.0,Stub
Hondura,0,Francisco Zelaya y Ayes,807445395.0,Stub
Hondura,0,Yaudet Burbara,789599427.0,Stub
Hondura,0,Carlos Alfredo Lara Watson,789599331.0,Stub
Hondura,0,Lorena Enriqueta Herrera,789599522.0,Stub
Hondura,0,Maria Aracely Leiva,789599343.0,Stub
Hondura,0,Modesto Rodas Alvarado,789599369.0,Stub
Hondura,0,Rigoberto Chang Castillo,789599455.0,Stub
Hondura,0,Elman Joel Sandoval,789599393.0,Stub
Hondura,0,Miguel Ángel Gámez,789599513.0,Stub
Hondura,0,Marvin Ponce,789600975.0,Stub
Hondura,0,José Juan Rivera Ramos,789599594.0,Stub
Hondura,0,Donaldo Ernesto Reyes,789599586.0,Stub
Hondura,0,Oswaldo Ramos Soto,789599581.0,Stub
Hondura,0,Teófilo Enamorado,789599316.0,Stub
Hondura,0,Oscar Ramón Nájera,789599562.0,Stub
Hondura,0,Milton Jesús Puerto,789599575.0,Stub
Hondura,0,José Rosario Bonano,789599294.0,Stub
Hondura,0,Francisco Ferrera,806948506.0,Stub
Hondura,0,Jesús Dagoberto Perdomo,789599360.0,Stub
Hondura,0,Vicente Tosta,749185736.0,Start
Hondura,0,Mireya Agüero,790412309.0,Stub
Hondura,0,Juan Ángel Almendares Bonilla,711170881.0,Stub
Hondura,0,Agapito Robleda Castro,745838578.0,Start
Hondura,0,Toribio Aguilera,749695259.0,Stub
Hondura,0,Salvador Valeriano Pineda,789599607.0,Stub
Hondura,0,Carlos López Contreras,797499354.0,Stub
Hondura,0,César Castellanos (politician),746117875.0,Stub
Hondura,0,Welsy Vásquez,789599609.0,Stub
Hondura,0,Juan José Alvarado,710598059.0,Stub
Hondura,0,Bernard Martínez Valerio,796597000.0,Start
Hondura,0,Vilma Cecilia Morales,773563309.0,Stub
Hondura,0,Waldina Paz,789599355.0,Stub
Hondura,0,Julio Lozano Díaz,777796210.0,Stub
Hondura,0,Antonio Rivera Callejas,789599589.0,Stub
Hondura,0,Rosa Elena Bonilla,791906998.0,Stub
Hondura,0,Abraham Kafati Díaz,789599532.0,Stub
Hondura,0,Carlos Humberto Reyes,797385790.0,Start
Hondura,0,Domingo Vásquez,722195895.0,Stub
Hondura,0,María Dolores Agüero,790412332.0,Start
Hondura,0,Aníbal Delgado Fiallos,749663646.0,Start
Hondura,0,María Antonieta de Bográn,786165176.0,Stub
Hondura,0,Salvador Nasralla,805625721.0,Start
Hondura,0,Elvin Santos,719637124.0,Start
Hondura,0,Adolfo Lionel Sevilla,748832681.0,Stub
Hondura,0,Juan Carlos Valenzuela (politician),779557210.0,Stub
Hondura,0,Eduardo Gauggel Medina,792070727.0,Stub
Hondura,0,Margarita Dabdoub Sikaffi,797684912.0,Start
Hondura,0,José Rodolfo Zelaya,789599615.0,Stub
Hondura,0,Efraín Bu Girón,801194944.0,Stub
Hondura,0,Yessenia Coely Zelaya,789599618.0,Stub
Hondura,0,Ramón Villeda Bermúdez,789600726.0,Stub
Hondura,0,Jorge Aguilar Paredes,789600760.0,Stub
Hondura,0,Andrés Pavón,789600953.0,Stub
Hondura,0,Brenda Mercedes Flores,789599496.0,Stub
Hondura,0,Felicito Ávila,796635107.0,Stub
Hondura,0,Adela Elizabeth Zúñiga,789599620.0,Stub
Hondura,0,Sadia Argueta,797677168.0,Stub
